id,mouse3.num,mouse3.neg.score,mouse3.neg.p.value,mouse3.neg.fdr,mouse3.neg.rank,mouse3.neg.goodsgrna,mouse3.neg.lfc,mouse4.noLmnb2_1.num,mouse4.noLmnb2_1.neg.score,mouse4.noLmnb2_1.neg.p.value,mouse4.noLmnb2_1.neg.fdr,mouse4.noLmnb2_1.neg.rank,mouse4.noLmnb2_1.neg.goodsgrna,mouse4.noLmnb2_1.neg.lfc,mouse7.num,mouse7.neg.score,mouse7.neg.p.value,mouse7.neg.fdr,mouse7.neg.rank,mouse7.neg.goodsgrna,mouse7.neg.lfc,mouse8.num,mouse8.neg.score,mouse8.neg.p.value,mouse8.neg.fdr,mouse8.neg.rank,mouse8.neg.goodsgrna,mouse8.neg.lfc,mean.sgrnas,median.lfc.all,p.wilcox,p.wilcox.bh
Prox2,5,0.93605,0.87309,0.968516,11901,0,0.019233,5,0.83686,0.78437,0.961046,10758,0,0.3303,5,0.97231,0.94492,0.988117,12620,0,0.14749,5,0.80964,0.68922,0.933968,9728,0,-0.063358,5,0.0833615,0.251166294,0.601196886
Rps6kb1,5,0.61292,0.50382,0.955823,6353,0,0.043176,5,0.49127,0.45367,0.950762,5905,0,-0.14769,5,0.76267,0.66584,0.962198,9048,0,0.28184,5,0.2057,0.18498,0.930684,1590,1,0.12344,5,0.083308,0.366910944,0.698797367
Slc13a5,5,0.75299,0.63647,0.955823,8608,0,0.14674,5,0.2258,0.23596,0.950762,2961,1,0.0198,5,0.81805,0.72736,0.963396,9961,0,0.19724,5,0.73153,0.60686,0.930684,8445,0,0.0020695,5,0.08327,0.225159495,0.575892063
Pdss1,5,0.72112,0.59953,0.955823,8094,0,0.13215,5,0.03562,0.070664,0.93635,989,1,0.034353,5,0.85721,0.77754,0.966092,10624,0,-0.072062,5,0.8898,0.7966,0.944297,11138,0,0.15847,5,0.0832515,0.384139028,0.709923907
Saysd1,5,0.4034,0.34246,0.955823,3307,0,0.44576,5,0.24727,0.24947,0.950762,3161,1,-0.11166,5,0.86052,0.78334,0.966587,10680,0,0.065037,5,0.87049,0.76787,0.939554,10783,0,0.10142,5,0.0832285,0.283614054,0.632971405
Cryab,5,0.85512,0.7581,0.955823,10421,0,0.11758,5,0.74321,0.68107,0.950762,9390,0,-0.19457,5,0.6716,0.57448,0.962198,7575,0,0.048861,5,0.80968,0.68922,0.933968,9730,0,0.13482,5,0.0832205,0.597979946,0.848230285
Sel1l,5,0.16038,0.1778,0.955823,1222,1,0.063166,5,0.73986,0.67726,0.950762,9343,0,0.38055,5,0.68618,0.59025,0.962198,7802,0,0.10323,5,0.60913,0.49312,0.930684,6478,0,-0.051823,5,0.083198,0.215825089,0.568645078
Oat,5,0.53926,0.45199,0.955823,5237,0,-0.019688,5,0.49772,0.45739,0.950762,5980,0,0.082362,5,0.90833,0.84639,0.972257,11479,0,0.083966,5,0.63741,0.51297,0.930684,6934,0,0.21754,5,0.083164,0.226509876,0.577110811
Sema5a,5,0.98992,0.9747,0.992351,12973,0,0.22883,5,0.78641,0.73053,0.959295,10024,0,0.089632,5,0.94359,0.89868,0.983154,12074,0,0.076672,5,0.88493,0.78769,0.941559,11046,0,-0.036012,5,0.083152,0.243630071,0.594799626
Clip3,5,0.76309,0.64569,0.955823,8774,0,0.24438,5,0.8727,0.82426,0.964866,11249,0,-0.093968,5,0.97018,0.9409,0.988117,12576,0,0.15336,5,0.25505,0.21714,0.930684,1960,1,0.012873,5,0.0831165,0.336384993,0.675256934
Klf15,5,0.99269,0.98108,0.994793,13024,0,0.20394,5,0.23657,0.24278,0.950762,3059,1,0.012376,5,0.91184,0.85012,0.972257,11545,0,0.013307,5,0.70762,0.58095,0.930684,8058,0,0.15283,5,0.0830685,0.208261941,0.563753081
Foxm1,5,0.91312,0.83808,0.963733,11472,0,0.095988,5,0.069193,0.11732,0.950762,1548,2,-0.2764,5,0.95619,0.91729,0.984771,12302,0,0.13268,5,0.52436,0.4152,0.930684,5248,0,0.070114,5,0.083051,0.663770544,0.881765632
Gnat1,5,0.69976,0.58264,0.955823,7737,0,0.35332,5,0.63587,0.57554,0.950762,7837,0,-0.15454,5,0.77831,0.67951,0.962198,9313,0,0.18083,5,0.67685,0.5486,0.930684,7589,0,-0.014808,5,0.083011,0.379606204,0.706871387
D17Wsu92e,5,0.74843,0.62897,0.955823,8540,0,0.20183,5,0.94748,0.9134,0.974014,12387,0,0.11097,5,0.85484,0.77503,0.966082,10593,0,0.055041,5,0.59397,0.47647,0.930684,6249,0,0.03429,5,0.0830055,0.169523254,0.514136197
Chic1,5,0.72495,0.60458,0.955823,8154,0,0.18442,5,0.12914,0.17192,0.950762,2175,1,-0.018435,5,0.99958,0.99889,0.999802,13194,0,0.36087,5,0.69899,0.57182,0.930684,7925,0,-0.058285,5,0.0829925,0.256891513,0.607198122
Ugp2,5,0.90879,0.8302,0.962507,11389,0,0.083045,5,0.90907,0.8681,0.970202,11793,0,0.26921,5,0.95099,0.90964,0.983381,12212,0,0.082913,5,0.83935,0.72657,0.93447,10236,0,0.053018,5,0.082979,0.118440731,0.43481581
Gm10269,5,0.056983,0.10765,0.955823,1100,1,0.0067462,5,0.52313,0.47637,0.950762,6338,0,0.15911,5,0.17276,0.19335,0.962198,1375,1,-0.0092867,5,0.14784,0.1528,0.930684,1293,1,0.2682,5,0.0829281,0.205384947,0.560365702
Ino80b,5,0.88819,0.80112,0.955823,11040,0,-0.070252,5,0.41952,0.38478,0.950762,4992,1,0.0021297,5,0.90836,0.84639,0.972257,11480,0,0.19751,5,0.90613,0.82182,0.947944,11447,0,0.16372,5,0.08292485,0.347323038,0.683163468
Tlr2,5,0.92494,0.8546,0.964409,11701,0,0.019273,5,0.79766,0.74008,0.959295,10176,0,0.058196,5,0.97127,0.94319,0.988117,12597,0,0.10754,5,0.65738,0.53252,0.930684,7261,0,0.20235,5,0.082868,0.18746841,0.537959525
Nt5c3b,5,0.78189,0.66501,0.955823,9094,0,-0.0050814,5,0.86651,0.81611,0.964866,11170,0,0.17072,5,0.30499,0.27814,0.962198,2460,0,-0.010723,5,0.88916,0.79494,0.944014,11124,0,0.24067,5,0.0828193,0.225291139,0.575979855
Nckap5l,5,0.93706,0.87466,0.968516,11920,0,0.095299,5,0.57268,0.51902,0.950762,6977,0,0.070331,5,0.832,0.74527,0.964592,10189,0,0.1853,5,0.76524,0.63987,0.930684,8995,0,0.024294,5,0.082815,0.193008572,0.545879489
Zfp697,5,0.81746,0.70735,0.955823,9727,0,0.15347,5,0.80518,0.75016,0.959295,10278,0,-0.064437,5,0.90799,0.846,0.972257,11471,0,0.085204,5,0.88091,0.78065,0.939554,10970,0,0.080417,5,0.0828105,0.36723312,0.69900779
Lims2,5,0.78352,0.66637,0.955823,9120,0,0.13911,5,0.93009,0.89117,0.970418,12125,0,0.2151,5,0.46792,0.40044,0.962198,4532,0,0.026449,5,0.3713,0.29416,0.930684,3221,0,-0.087167,5,0.0827795,0.343969639,0.680550268
Tagap,5,0.63428,0.52219,0.955823,6694,0,0.034332,5,0.52762,0.48088,0.950762,6386,0,0.14841,5,0.97217,0.94452,0.988117,12617,0,0.091044,5,0.89981,0.81297,0.94693,11335,0,0.074454,5,0.082749,0.213017245,0.565761465
Adgrg2,5,0.96169,0.91988,0.979587,12398,0,0.098076,5,0.70193,0.64365,0.950762,8780,0,0.067311,5,0.99147,0.97998,0.993742,13023,0,0.20964,5,0.45259,0.35324,0.930684,4265,0,0.064622,5,0.0826935,0.130055569,0.451830369
Zfp955a,5,0.73034,0.60851,0.955823,8233,0,-0.10652,5,0.44007,0.40459,0.950762,5251,0,0.13318,5,0.79036,0.69654,0.963396,9513,0,0.10182,5,0.47052,0.36956,0.930684,4510,0,0.063483,5,0.0826515,0.479899365,0.777731388
C130050O18Rik,5,0.80997,0.69834,0.955823,9585,0,0.087034,5,0.40996,0.37713,0.950762,4880,1,-0.027797,5,0.83852,0.7534,0.964592,10304,0,0.20603,5,0.94946,0.89382,0.965944,12215,0,0.078266,5,0.08265,0.249140911,0.599928783
Arl13b,5,0.71911,0.59835,0.955823,8056,0,0.092646,5,0.49551,0.45686,0.950762,5951,0,0.23184,5,0.96153,0.92649,0.985268,12406,0,0.072653,5,0.53933,0.42754,0.930684,5466,0,-0.010762,5,0.0826495,0.208588015,0.564093059
Ercc2,5,0.77401,0.65806,0.955823,8963,0,0.11685,5,0.37671,0.34771,0.950762,4465,1,0.048416,5,0.50659,0.42923,0.962198,5095,0,0.33292,5,0.45495,0.35554,0.930684,4297,0,-0.0088767,5,0.082633,0.175213319,0.521273519
Vcl,5,0.93007,0.86199,0.965017,11790,0,0.091132,5,0.90649,0.86529,0.970202,11753,0,0.32792,5,0.95292,0.9125,0.983381,12240,0,0.074034,5,0.53388,0.4228,0.930684,5394,0,-0.25899,5,0.082583,0.432052923,0.742750879
Pitpnb,5,0.97526,0.9447,0.986058,12655,0,0.31903,5,0.84708,0.79466,0.961046,10915,0,0.1752,5,0.19949,0.20745,0.962198,1531,1,-0.010185,5,0.43073,0.33655,0.930684,3972,0,-0.33055,5,0.0825075,0.509277989,0.796795035
Prickle3,5,0.85698,0.76051,0.955823,10455,0,0.091294,5,0.18235,0.20316,0.950762,2586,1,-0.12986,5,0.97998,0.95692,0.988873,12782,0,0.22471,5,0.59505,0.47745,0.930684,6266,0,0.073696,5,0.082495,0.381360094,0.708240174
Robo2,5,0.85115,0.75266,0.955823,10345,0,0.14714,5,0.28543,0.27659,0.950762,3509,1,0.069111,5,0.17031,0.19207,0.962198,1365,1,-0.15527,5,0.72975,0.60569,0.930684,8416,0,0.095859,5,0.082485,0.523218915,0.806716099
Mcm10,5,0.25949,0.2449,0.955823,1742,1,0.024738,5,0.91239,0.87214,0.970202,11843,0,0.24759,5,0.47419,0.40424,0.962198,4625,0,0.1402,5,0.44698,0.34788,0.930684,4194,0,-0.15398,5,0.082469,0.406359586,0.726491578
Bicd2,5,0.96275,0.9214,0.979862,12420,0,0.21137,5,0.8453,0.79351,0.961046,10879,0,0.014249,5,0.7519,0.6535,0.962198,8866,0,-0.11035,5,0.68511,0.55867,0.930684,7710,0,0.15062,5,0.0824345,0.389255286,0.713225666
2510039O18Rik,5,0.90625,0.82557,0.96079,11346,0,0.11551,5,0.99001,0.9804,0.992724,13045,0,0.25553,5,0.564,0.47418,0.962198,5927,0,-0.1209,5,0.7085,0.58296,0.930684,8072,0,0.049322,5,0.082416,0.351637155,0.687297927
BC025920,5,0.68361,0.5671,0.955823,7465,0,-0.081654,5,0.65,0.59112,0.950762,8043,0,0.52433,5,0.99704,0.99285,0.998595,13130,0,0.19112,5,0.70293,0.57604,0.930684,7982,0,-0.026294,5,0.082413,0.282687671,0.632111513
Gmeb2,5,0.83222,0.7272,0.955823,9998,0,-0.023125,5,0.91139,0.87074,0.970202,11825,0,0.18793,5,0.4286,0.36583,0.962198,4019,0,-0.23424,5,0.25235,0.21714,0.930684,1930,1,0.26015,5,0.0824025,0.502182784,0.792452832
Prr12,5,0.37465,0.31603,0.955823,2962,0,-0.1836,5,0.56583,0.51397,0.950762,6889,0,-0.0063658,5,0.99911,0.99772,0.999608,13183,0,0.27694,5,0.3204,0.26007,0.930684,2623,0,0.17116,5,0.0823971,0.436329829,0.745978147
Ropn1l,5,0.5514,0.45606,0.955823,5425,0,-0.051754,5,0.56729,0.51489,0.950762,6909,0,0.34084,5,0.4841,0.41033,0.962198,4770,0,0.091428,5,0.79858,0.67705,0.933968,9549,0,0.073366,5,0.082397,0.223359637,0.574307259
Wdr92,5,0.5665,0.46565,0.955823,5667,0,-0.032951,5,0.39013,0.36173,0.950762,4624,1,0.016042,5,0.9318,0.879,0.975856,11892,0,0.15366,5,0.71914,0.59169,0.930684,8239,0,0.14873,5,0.082386,0.33493694,0.6741614
Evi5l,5,0.3232,0.28972,0.955823,2352,0,0.048631,5,0.39498,0.36664,0.950762,4681,1,-0.287,5,0.98265,0.9615,0.989511,12835,0,0.11612,5,0.30509,0.24964,0.930684,2452,1,0.11814,5,0.0823755,0.716248764,0.904418133
F2rl2,5,0.92724,0.85792,0.964712,11745,0,0.097453,5,0.9143,0.87516,0.970202,11870,0,0.40745,5,0.23094,0.2228,0.962198,1771,1,0.067269,5,0.80868,0.68788,0.933968,9712,0,0.035926,5,0.082361,0.117262562,0.433110717
Igtp,5,0.56404,0.46463,0.955823,5623,0,0.039263,5,0.077955,0.13041,0.950762,1689,2,0.1531,5,0.6638,0.56611,0.962198,7447,0,-0.051431,5,0.62883,0.50459,0.930684,6787,0,0.12541,5,0.0823365,0.357807365,0.689713904
Socs2,5,0.73549,0.61355,0.955823,8325,0,0.020928,5,0.95177,0.92048,0.976877,12444,0,0.24484,5,0.59539,0.49894,0.962198,6388,0,0.14374,5,0.71253,0.58461,0.930684,8139,0,-0.0056112,5,0.082334,0.206878773,0.562345692
Fkbp3,5,0.96533,0.92629,0.980945,12472,0,0.037003,5,0.89062,0.84637,0.968343,11528,0,0.41481,5,0.50291,0.42711,0.962198,5036,0,0.076495,5,0.87833,0.77814,0.939554,10924,0,0.088136,5,0.0823155,0.115137843,0.429218793
Mmd2,5,0.99022,0.97536,0.992839,12976,0,0.3074,5,0.058178,0.10454,0.950762,1356,1,-0.033023,5,0.56593,0.47566,0.962198,5957,0,0.19688,5,0.35108,0.27765,0.930684,2991,0,-0.032265,5,0.0823075,0.244273533,0.59529334
Fam241b,5,0.94905,0.89382,0.970955,12156,0,0.00070833,5,0.88256,0.83421,0.964866,11408,0,0.082283,5,0.69176,0.59512,0.962198,7894,0,0.082307,5,0.99502,0.98415,0.993626,13083,0,0.15818,5,0.082295,0.254287319,0.604613306
Zdhhc3,5,0.83775,0.73561,0.955823,10104,0,-0.0073353,5,0.77616,0.71726,0.959295,9870,0,0.25706,5,0.68441,0.58943,0.962198,7779,0,0.094228,5,0.33543,0.26785,0.930684,2804,0,0.070341,5,0.0822845,0.192834866,0.545738785
Serpinf2,5,0.82007,0.71009,0.955823,9768,0,-0.017218,5,0.66488,0.609,0.950762,8253,0,0.14185,5,0.67851,0.58448,0.962198,7680,0,0.057957,5,0.59089,0.47247,0.930684,6200,0,0.10661,5,0.0822835,0.308788348,0.655809054
S100a4,5,0.86848,0.7769,0.955823,10659,0,0.049072,5,0.60871,0.5516,0.950762,7465,0,0.033967,5,0.91034,0.84826,0.972257,11509,0,0.11542,5,0.49454,0.38876,0.930684,4823,0,0.29815,5,0.082246,0.134824623,0.457763804
Klrk1,5,0.70629,0.58798,0.955823,7842,0,0.04784,5,0.48234,0.4453,0.950762,5797,0,-0.058328,5,0.94327,0.89762,0.982239,12071,0,0.11661,5,0.61361,0.49647,0.930684,6546,0,0.13533,5,0.082225,0.397258277,0.719011989
Rpp25l,5,0.93775,0.87546,0.968516,11927,0,0.14244,5,0.2874,0.27826,0.950762,3522,1,-0.22618,5,0.96628,0.93349,0.985807,12508,0,0.027769,5,0.88028,0.77961,0.939554,10961,0,0.13664,5,0.0822045,0.627279824,0.864743963
Med28,5,0.50939,0.4242,0.955823,4799,0,0.12824,5,0.52252,0.47637,0.950762,6329,0,0.19211,5,0.54004,0.45279,0.962198,5586,0,-0.19274,5,0.34003,0.2685,0.930684,2861,0,0.036096,5,0.082168,0.502746798,0.792745815
Ptpro,5,0.4394,0.37059,0.955823,3799,0,0.15519,5,0.60522,0.54807,0.950762,7425,0,0.097068,5,0.59718,0.50177,0.962198,6420,0,0.067237,5,0.89275,0.80206,0.944934,11194,0,0.032345,5,0.0821525,0.211557323,0.565270154
Pabpc4,5,0.40082,0.34246,0.955823,3274,0,0.11351,5,0.77182,0.71236,0.958244,9818,0,0.083591,5,0.78088,0.68182,0.962198,9354,0,-0.065933,5,0.72324,0.59859,0.930684,8310,0,0.080709,5,0.08215,0.444292428,0.752045929
Rab33b,5,0.9872,0.96828,0.989633,12924,0,0.12201,5,0.78206,0.7255,0.959295,9965,0,0.023903,5,0.5062,0.42923,0.962198,5088,0,0.21093,5,0.72371,0.59938,0.930684,8317,0,0.042233,5,0.0821215,0.180483956,0.528800375
Mapk1ip1,5,0.78743,0.67018,0.955823,9195,0,0.15236,5,0.60143,0.54539,0.950762,7366,0,0.01183,5,0.82923,0.74111,0.964592,10146,0,0.17736,5,0.78517,0.65867,0.930684,9324,0,-0.0166,5,0.082095,0.2790609,0.629197058
Rasal3,5,0.82812,0.72141,0.955823,9928,0,0.20588,5,0.26026,0.25564,0.950762,3292,1,0.13006,5,0.32893,0.29102,0.962198,2757,0,-0.063566,5,0.87929,0.77886,0.939554,10936,0,0.034124,5,0.082092,0.315292169,0.660802756
Cfd,5,0.24483,0.23192,0.955823,1619,1,0.044924,5,0.025373,0.056488,0.902162,810,1,0.18905,5,0.96945,0.93976,0.987824,12560,0,0.11921,5,0.63991,0.51527,0.930684,6974,0,-0.081683,5,0.082067,0.360039714,0.692735878
Phlda1,5,0.72349,0.60341,0.955823,8134,0,0.026864,5,0.76988,0.70929,0.956515,9794,0,-0.077314,5,0.7179,0.6224,0.962198,8320,0,0.14668,5,0.62757,0.50415,0.930684,6767,0,0.13727,5,0.082067,0.420303987,0.734406015
Olfr56,5,0.88911,0.80203,0.955823,11053,0,0.039747,5,0.064528,0.11015,0.950762,1463,2,0.030404,5,0.18966,0.20104,0.962198,1469,1,0.12436,5,0.34367,0.27052,0.930684,2911,0,0.26808,5,0.0820535,0.148088054,0.480636318
Ubtd2,5,0.19031,0.19584,0.955823,1316,1,0.18519,5,0.32137,0.30506,0.950762,3855,1,0.084153,5,0.25725,0.24273,0.962198,1987,1,0.0797,5,0.32341,0.26199,0.930684,2663,0,0.0054315,5,0.0819265,0.221632058,0.57387105
Tex30,5,0.93715,0.87484,0.968516,11921,0,0.018901,5,0.9549,0.92512,0.977598,12498,0,0.074121,5,0.59387,0.49646,0.962198,6364,0,0.089731,5,0.93118,0.86071,0.956574,11882,0,0.19403,5,0.081926,0.195328106,0.549556064
Erfe,5,0.83358,0.72813,0.955823,10029,0,0.19939,5,0.1545,0.1873,0.950762,2355,1,-0.083444,5,0.73405,0.63761,0.962198,8581,0,0.017225,5,0.8752,0.77423,0.939554,10868,0,0.14661,5,0.0819175,0.36275598,0.695295455
Rwdd2a,5,0.61917,0.50714,0.955823,6456,0,-0.071983,5,0.37766,0.34885,0.950762,4472,1,0.10845,5,0.52055,0.43772,0.962198,5301,0,0.16692,5,0.96549,0.92046,0.971555,12512,0,0.055324,5,0.081887,0.369161142,0.700270052
Nt5dc3,5,0.24149,0.22866,0.955823,1603,1,-0.092699,5,0.81992,0.7649,0.960285,10508,0,0.21378,5,0.86855,0.79419,0.966587,10793,0,0.16018,5,0.40501,0.31608,0.930684,3644,0,0.0035921,5,0.08188605,0.367721074,0.699162505
Fam102a,5,0.89348,0.80606,0.955823,11127,0,-0.018285,5,0.97974,0.96188,0.985279,12893,0,0.18204,5,0.63391,0.5363,0.962198,6963,0,-0.084988,5,0.71462,0.58801,0.930684,8169,0,0.27705,5,0.0818775,0.324655514,0.668439501
Ildr2,5,0.8207,0.71125,0.955823,9781,0,0.11617,5,0.030523,0.062603,0.908378,898,2,0.23208,5,0.54555,0.4564,0.962198,5669,0,-0.012873,5,0.58648,0.46844,0.930684,6145,0,0.047525,5,0.0818475,0.217446728,0.57050556
Marcksl1,5,0.40776,0.34597,0.955823,3363,0,0.059267,5,0.59438,0.54094,0.950762,7267,0,0.10439,5,0.25856,0.24466,0.962198,1998,1,0.1909,5,0.39045,0.30669,0.930684,3466,0,-0.13932,5,0.0818285,0.436697001,0.746266527
Ccndbp1,5,0.44386,0.37462,0.955823,3860,0,-0.018215,5,0.65918,0.60269,0.950762,8172,0,-0.030353,5,0.97264,0.94499,0.988117,12626,0,0.18337,5,0.66574,0.53747,0.930684,7393,0,0.18185,5,0.0818175,0.311766343,0.65831702
Tsc22d3,5,0.97062,0.93617,0.983999,12567,0,0.20895,5,0.89038,0.84598,0.968343,11524,0,0.13362,5,0.6587,0.56143,0.962198,7356,0,0.029933,5,0.54458,0.43488,0.930684,5539,0,-0.15498,5,0.0817765,0.444595071,0.752365368
Lrrc40,5,0.94595,0.88828,0.969259,12100,0,0.18468,5,0.33829,0.31884,0.950762,4030,1,0.086182,5,0.81194,0.72018,0.963396,9852,0,0.012024,5,0.34887,0.27572,0.930684,2962,0,0.077121,5,0.0816515,0.213330598,0.565789113
Rnft1,5,0.72209,0.60106,0.955823,8107,0,0.07641,5,0.43073,0.39691,0.950762,5133,1,0.13314,5,0.53055,0.44654,0.962198,5448,0,0.050941,5,0.77802,0.65191,0.930684,9199,0,0.08687,5,0.08164,0.209663708,0.564459489
Scai,5,0.79701,0.68161,0.955823,9354,0,0.18731,5,0.95764,0.92941,0.978446,12546,0,0.15307,5,0.41091,0.35417,0.962198,3780,0,-0.086232,5,0.7879,0.66112,0.931488,9374,0,0.010192,5,0.081631,0.386588598,0.71121706
Tff3,5,0.70889,0.59077,0.955823,7890,0,0.17922,5,0.13225,0.17464,0.950762,2193,1,-0.025801,5,0.88533,0.81409,0.970288,11066,0,-0.016022,5,0.95321,0.89828,0.966003,12282,0,0.21969,5,0.081599,0.268130146,0.618877727
Zfp746,5,0.71921,0.59835,0.955823,8059,0,0.0048205,5,0.9763,0.95622,0.983921,12834,0,0.080603,5,0.26222,0.24858,0.962198,2025,1,0.082424,5,0.57636,0.45931,0.930684,6008,0,0.26004,5,0.0815135,0.176689355,0.523551011
Ccnd2,5,0.96466,0.9251,0.980653,12460,0,0.34573,5,0.73054,0.66701,0.950762,9202,0,-0.12646,5,0.96169,0.92672,0.985268,12411,0,0.15904,5,0.84628,0.73411,0.93527,10366,0,0.0038336,5,0.0814368,0.342984347,0.67980904
Cc2d2a,5,0.94572,0.88812,0.969259,12095,0,0.088886,5,0.79649,0.73893,0.959295,10165,0,0.12304,5,0.50537,0.42923,0.962198,5071,0,0.047687,5,0.75376,0.63019,0.930684,8791,0,0.073969,5,0.0814275,0.226982296,0.577534611
Lztfl1,5,0.70712,0.5892,0.955823,7858,0,0.098674,5,0.81519,0.76,0.959295,10446,0,-0.13375,5,0.93728,0.88776,0.979329,11973,0,0.078535,5,0.81294,0.69272,0.93447,9781,0,0.084289,5,0.081412,0.603728339,0.852340404
Zfp97,5,0.20524,0.20419,0.955823,1381,1,-0.049571,5,0.39195,0.36397,0.950762,4649,1,-0.3051,5,0.92871,0.87434,0.974772,11843,0,0.21235,5,0.90733,0.82437,0.947944,11468,0,0.25665,5,0.0813895,0.573619268,0.836058629
Bbs5,5,0.77169,0.65457,0.955823,8925,0,0.088934,5,0.71284,0.65196,0.950762,8934,0,-0.12565,5,0.88969,0.81855,0.970318,11142,0,0.073806,5,0.88926,0.7952,0.944014,11125,0,0.10419,5,0.08137,0.577655892,0.838437082
Anks4b,5,0.62855,0.51474,0.955823,6613,0,-0.22433,5,0.7468,0.68411,0.950762,9445,0,0.18458,5,0.8676,0.79344,0.966587,10777,0,0.010381,5,0.94755,0.88905,0.964236,12179,0,0.15233,5,0.0813555,0.561943963,0.828588449
Rab12,5,0.36639,0.30977,0.955823,2862,0,0.13881,5,0.38472,0.35672,0.950762,4555,1,-0.079788,5,0.77441,0.67513,0.962198,9253,0,0.13217,5,0.304,0.24699,0.930684,2443,1,0.030455,5,0.0813125,0.441856059,0.750518882
Plekhg3,5,0.90277,0.82026,0.959183,11289,0,0.21809,5,0.23016,0.23937,0.950762,3001,1,-0.12653,5,0.8994,0.8352,0.972257,11313,0,0.10079,5,0.94551,0.88669,0.964236,12141,0,0.061806,5,0.081298,0.389309456,0.713225666
Fyn,5,0.32752,0.29229,0.955823,2398,0,-0.033119,5,0.95232,0.92116,0.976877,12452,0,0.19551,5,0.68008,0.58489,0.962198,7706,0,-0.085218,5,0.98015,0.94932,0.979501,12801,0,0.27422,5,0.0811955,0.338258589,0.676226526
Oxnad1,5,0.82233,0.71423,0.955823,9814,0,0.014358,5,0.91829,0.87889,0.970202,11936,0,0.31634,5,0.51379,0.43291,0.962198,5203,0,0.14798,5,0.34486,0.27249,0.930684,2921,0,-0.027512,5,0.081169,0.214393648,0.56661544
Rab18,5,0.77271,0.65603,0.955823,8941,0,0.11917,5,0.13677,0.17797,0.950762,2229,1,0.28565,5,0.64282,0.54751,0.962198,7093,0,0.043019,5,0.68911,0.56126,0.930684,7785,0,-0.11581,5,0.0810945,0.335232806,0.67423971
Prpf40b,5,0.98198,0.95786,0.987707,12806,0,0.17018,5,0.92095,0.88167,0.970202,11982,0,0.046051,5,0.54336,0.45485,0.962198,5639,0,0.035345,5,0.94281,0.88218,0.963352,12087,0,0.11605,5,0.0810505,0.198816988,0.553069667
Baz2b,5,0.90695,0.82637,0.96079,11358,0,0.11343,5,0.25494,0.25231,0.950762,3243,1,-0.016701,5,0.90684,0.84491,0.972257,11449,0,0.048666,5,0.43197,0.33777,0.930684,3993,0,0.28832,5,0.081048,0.198943042,0.553198342
Josd2,5,0.70061,0.58349,0.955823,7751,0,0.12217,5,0.41219,0.3804,0.950762,4910,1,0.14528,5,0.80538,0.71326,0.963396,9743,0,0.039924,5,0.2939,0.24302,0.930684,2334,1,-0.070679,5,0.081047,0.407713621,0.727042544
Dusp9,5,0.22591,0.22035,0.955823,1499,1,0.057476,5,0.26538,0.25731,0.950762,3338,1,0.082347,5,0.45319,0.3877,0.962198,4345,0,0.17443,5,0.92534,0.85079,0.954134,11771,0,0.079706,5,0.0810265,0.161809187,0.501213823
Prickle2,5,0.64492,0.53315,0.955823,6860,0,0.13228,5,0.7017,0.64365,0.950762,8775,0,-0.12823,5,0.24199,0.23051,0.962198,1867,1,0.11352,5,0.50139,0.39426,0.930684,4937,0,0.048496,5,0.081008,0.528341345,0.809833177
Fam219b,5,0.83469,0.72955,0.955823,10046,0,0.12536,5,0.85823,0.80747,0.963903,11058,0,0.38681,5,0.60246,0.50645,0.962198,6498,0,0.036654,5,0.1438,0.15213,0.930684,1281,1,0.027095,5,0.081007,0.133763236,0.456414163
Ccdc90b,5,0.86452,0.77206,0.955823,10590,0,0.11111,5,0.9381,0.90058,0.970418,12254,0,0.77077,5,0.83706,0.75234,0.964592,10282,0,0.050878,5,0.64208,0.51797,0.930684,7005,0,-0.16954,5,0.080994,0.348013045,0.683502796
Parp2,5,0.63119,0.5185,0.955823,6649,0,0.26915,5,0.18317,0.2037,0.950762,2591,1,0.09532,5,0.40794,0.35242,0.962198,3741,0,0.066661,5,0.81268,0.69142,0.934123,9776,0,0.050351,5,0.0809905,0.125438708,0.443283047
Tcf21,5,0.96588,0.92732,0.981011,12484,0,0.14284,5,0.60379,0.5476,0.950762,7402,0,0.0077658,5,0.84133,0.75607,0.964592,10344,0,0.019083,5,0.99006,0.97101,0.988061,12981,0,0.21094,5,0.0809615,0.211785145,0.565270154
Rtl3,5,0.57912,0.47665,0.955823,5856,0,-0.035972,5,0.15881,0.18891,0.950762,2390,1,0.084967,5,0.34847,0.30308,0.962198,3004,0,0.29857,5,0.89502,0.80474,0.944934,11243,0,0.076893,5,0.08093,0.217697458,0.57050556
Mitd1,5,0.73017,0.60813,0.955823,8228,0,-0.028901,5,0.57031,0.51674,0.950762,6943,0,0.38058,5,0.78972,0.69492,0.963396,9501,0,0.19075,5,0.55184,0.44016,0.930684,5640,0,-0.25278,5,0.0809245,0.472583089,0.771745479
Foxa1,5,0.5335,0.44741,0.955823,5146,0,0.094066,5,0.70861,0.64872,0.950762,8873,0,0.067724,5,0.66446,0.56696,0.962198,7461,0,0.13426,5,0.60415,0.48731,0.930684,6399,0,-0.00877,5,0.080895,0.309544735,0.656992907
