id,mouse3.num,mouse3.pos.score,mouse3.pos.p.value,mouse3.pos.fdr,mouse3.pos.rank,mouse3.pos.goodsgrna,mouse3.pos.lfc,mouse4.noLmnb2_1.num,mouse4.noLmnb2_1.pos.score,mouse4.noLmnb2_1.pos.p.value,mouse4.noLmnb2_1.pos.fdr,mouse4.noLmnb2_1.pos.rank,mouse4.noLmnb2_1.pos.goodsgrna,mouse4.noLmnb2_1.pos.lfc,mouse7.num,mouse7.pos.score,mouse7.pos.p.value,mouse7.pos.fdr,mouse7.pos.rank,mouse7.pos.goodsgrna,mouse7.pos.lfc,mouse8.num,mouse8.pos.score,mouse8.pos.p.value,mouse8.pos.fdr,mouse8.pos.rank,mouse8.pos.goodsgrna,mouse8.pos.lfc,mean.sgrnas,median.lfc.all,p.wilcox,p.wilcox.bh
Lpar2,5,0.28234,0.36706,1,3473,0,0.22612,5,0.0015776,0.0087785,1,90,3,0.92099,5,0.079921,0.15102,1,1287,1,-0.1344,5,0.40515,0.52304,1,4988,0,0.1463,5,0.18621,0.099616069,0.401749325
Ptprb,5,0.41086,0.50984,1,5071,0,0.2128,5,0.095948,0.20809,1,2144,1,0.27371,5,0.11913,0.19288,1,1686,1,0.1594,5,0.63923,0.75713,1,7878,0,-0.11855,5,0.1861,0.109209471,0.419609403
Slc25a15,5,0.07038,0.1116,1,1004,1,0.14187,5,0.41287,0.49745,1,5530,1,0.25742,5,0.23466,0.32338,1,2945,1,0.23031,5,0.20818,0.28991,1,2642,1,0.017523,5,0.18609,0.044282432,0.264195149
Slc39a5,5,0.56938,0.67692,1,6983,0,0.031259,5,0.019359,0.067351,1,680,2,0.38551,5,0.1827,0.26423,1,2361,1,0.23992,5,0.22535,0.30781,1,2843,1,0.13214,5,0.18603,0.032487698,0.220615687
1810011H11Rik,5,0.49033,0.59815,1,6045,0,0.17568,5,0.59701,0.66601,1,7623,0,0.16504,5,0.018227,0.050618,1,470,2,0.43659,5,0.041551,0.1106,1,948,1,0.19629,5,0.185985,0.007651079,0.089508811
Scrg1,5,0.12063,0.16662,1,1560,1,-0.011258,5,0.71861,0.77971,1,9176,0,0.23074,5,0.22784,0.31423,1,2871,1,0.19383,5,0.054857,0.12285,1,1066,1,0.1781,5,0.185965,0.058125435,0.304288843
Rogdi,5,0.43545,0.54062,1,5376,0,0.18351,5,0.54117,0.60921,1,6928,1,0.26098,5,0.91519,0.9541,1,11319,0,-0.0093773,5,0.46223,0.58532,1,5701,0,0.18809,5,0.1858,0.051870949,0.285431194
Fastkd1,5,0.018538,0.054011,1,459,1,0.14006,5,0.70561,0.76974,1,8993,0,0.26565,5,0.040071,0.10257,1,912,1,0.23151,5,0.0077322,0.025992,1,246,1,0.12121,5,0.185785,0.016048339,0.145083136
1810030O07Rik,5,0.068147,0.10964,1,979,1,0.11327,5,0.00059756,0.0030181,0.992876,40,4,0.89696,5,0.056186,0.12487,1,1058,1,-0.099892,5,0.015863,0.049763,1,431,1,0.25821,5,0.18574,0.094219011,0.392693184
Gm11992,5,0.017099,0.049721,1,420,1,0.13722,5,0.55272,0.6238,1,7072,1,0.11997,5,0.40473,0.50237,1,5053,0,0.26214,5,0.0061549,0.022677,1,207,2,0.23413,5,0.185675,0.016624988,0.148869724
3110043O21Rik,5,0.52708,0.63777,1,6476,0,0.20945,5,0.044201,0.12721,1,1257,2,0.31615,5,0.12483,0.19806,1,1747,1,-0.091976,5,0.49836,0.625,1,6134,0,0.16177,5,0.18561,0.087328706,0.377838347
4931414P19Rik,5,0.68712,0.78456,1,8408,0,0.02008,5,0.024743,0.084059,1,840,2,0.34019,5,0.37073,0.46624,1,4643,0,0.21854,5,0.033929,0.092639,1,793,1,0.1525,5,0.18552,0.035244098,0.231709334
Xrcc6,5,0.1476,0.19389,1,1877,1,0.21093,5,0.13333,0.26392,1,2794,2,0.33698,5,0.45717,0.5601,1,5717,0,0.009646,5,0.40326,0.52117,1,4965,0,0.15959,5,0.18526,0.038690293,0.243227698
Fas,5,0.0023677,0.0081241,1,87,2,0.077069,5,0.16024,0.31062,1,3255,2,0.3101,5,0.41983,0.51458,1,5237,0,0.13295,5,0.48635,0.6078,1,5990,0,0.23722,5,0.185085,0.022625483,0.181113565
Actg2,5,0.42659,0.53104,1,5263,0,0.17318,5,0.0071125,0.027048,1,291,3,0.56329,5,0.52313,0.62125,1,6572,0,0.1873,5,0.27404,0.37235,1,3414,1,0.18276,5,0.18503,0.007007633,0.085305824
Atox1,5,0.46943,0.57567,1,5792,0,0.22255,5,0.01074,0.037848,1,408,2,0.1907,5,0.18145,0.26249,1,2346,1,0.17933,5,0.32964,0.44279,1,4072,0,-0.065124,5,0.185015,0.090913751,0.385485978
Zfp277,5,0.20818,0.27822,1,2570,0,0.21294,5,0.016938,0.059124,1,605,2,0.42166,5,0.17724,0.25861,1,2294,1,0.15681,5,0.57257,0.69633,1,7073,0,0.14568,5,0.184875,0.009522356,0.102838332
Ptbp1,5,0.47319,0.58018,1,5835,0,0.096722,5,0.3868,0.47562,1,5284,1,-0.10097,5,0.029215,0.077436,1,700,2,0.3226,5,0.049993,0.1195,1,1022,1,0.27274,5,0.184731,0.115998518,0.430720352
Sgsm1,5,0.44115,0.54647,1,5444,0,0.18148,5,0.64438,0.71972,1,8196,0,-0.03839,5,0.13448,0.20947,1,1854,1,0.18762,5,0.37207,0.49057,1,4568,0,0.22024,5,0.18455,0.07596353,0.353272894
Trim33,5,0.04464,0.084721,1,725,1,0.19447,5,0.097074,0.2091,1,2165,2,0.19495,5,0.68651,0.76646,1,8522,0,0.093172,5,0.48089,0.60269,1,5914,0,0.17458,5,0.184525,0.026222256,0.196117531
Tmem2,5,0.13318,0.18135,1,1699,1,0.034233,5,0.41255,0.49745,1,5527,1,0.35494,5,0.045578,0.11315,1,963,1,0.23485,5,0.33262,0.44534,1,4108,0,0.13415,5,0.1845,0.032514294,0.220682831
Armcx1,5,0.63462,0.73844,1,7793,0,0.16544,5,0.53915,0.60698,1,6907,1,0.1116,5,0.024622,0.06723,1,603,1,0.29554,5,0.50319,0.62986,1,6195,0,0.20348,5,0.18446,0.015129922,0.139843251
Map4k3,5,0.23735,0.31288,1,2931,0,0.20035,5,0.57692,0.64503,1,7377,0,0.22746,5,0.85843,0.91219,1,10623,0,0.0068854,5,0.59258,0.71785,1,7322,0,0.16837,5,0.18436,0.051571347,0.284981131
Pros1,5,0.91392,0.95753,1,11135,0,-0.27289,5,0.039465,0.11454,1,1179,1,0.24676,5,0.15224,0.22665,1,2045,1,0.23927,5,0.57496,0.69885,1,7103,0,0.12929,5,0.18428,0.200506357,0.55508027
Rab31,5,0.44168,0.54734,1,5453,0,0.028193,5,0.51993,0.58658,1,6671,1,0.17183,5,0.32402,0.41611,1,4050,0,0.29533,5,0.056053,0.12452,1,1076,1,0.19661,5,0.18422,0.03451662,0.228748375
Ndufs1,5,0.73962,0.83105,1,9022,0,0.13839,5,0.35069,0.45068,1,4933,1,0.33638,5,0.52251,0.61967,1,6567,0,-0.099894,5,0.52849,0.65578,1,6519,0,0.22997,5,0.18418,0.095887782,0.395536796
Thap4,5,0.1562,0.20478,1,1976,1,0.195,5,0.17145,0.32809,1,3450,1,0.30304,5,0.029469,0.077643,1,708,2,0.17327,5,0.42239,0.54605,1,5180,0,-0.0039631,5,0.184135,0.04599108,0.26964978
R3hdm4,5,0.20599,0.27642,1,2541,0,0.20843,5,0.43277,0.51436,1,5725,1,0.19641,5,0.55045,0.64793,1,6887,0,0.17171,5,0.54588,0.67217,1,6757,0,0.09754,5,0.18406,0.023497774,0.184957453
Ampd2,5,0.014497,0.04209,1,359,2,0.28442,5,0.027415,0.094612,1,927,2,0.26719,5,0.32686,0.41993,1,4087,0,0.10092,5,0.83078,0.91226,1,10198,0,-0.050973,5,0.184055,0.087900377,0.378665422
Ube2g2,5,0.0098734,0.028775,1,248,1,0.18773,5,0.12652,0.25264,1,2682,2,0.39744,5,0.35251,0.45001,1,4412,0,0.17161,5,0.0084924,0.027605,1,263,1,0.18003,5,0.18388,0.007670505,0.089577397
Aven,5,0.26874,0.35077,1,3302,0,0.25908,5,0.10834,0.22648,1,2345,2,0.15714,5,0.45293,0.5562,1,5665,0,0.21058,5,0.74862,0.855,1,9199,0,0.025428,5,0.18386,0.039543765,0.246132919
Dok4,5,0.19657,0.26009,1,2435,1,0.27633,5,0.73497,0.79633,1,9382,0,-0.16693,5,0.37092,0.46624,1,4645,0,0.091026,5,0.0025405,0.012786,1,121,3,0.38973,5,0.183678,0.151289511,0.485509049
Slc1a4,5,0.56203,0.6705,1,6908,0,0.07442,5,0.12733,0.25443,1,2693,2,0.14122,5,0.012668,0.038221,1,344,2,0.26572,5,0.265,0.35877,1,3300,1,0.2261,5,0.18366,0.025239191,0.191475721
Kdelr2,5,0.49948,0.60724,1,6155,0,0.075627,5,0.85121,0.8983,1,10895,0,0.13315,5,0.0026059,0.012364,1,123,1,0.23414,5,0.21388,0.29665,1,2703,1,0.2485,5,0.183645,0.027203988,0.199650935
Zfp958,5,0.39059,0.48182,1,4827,0,0.17052,5,0.0077058,0.028503,1,309,2,0.19675,5,0.74174,0.81332,1,9205,0,-0.0094807,5,0.19089,0.27322,1,2444,1,0.20148,5,0.183635,0.066441906,0.328828961
Rufy2,5,0.24605,0.32453,1,3030,0,0.31155,5,0.43801,0.51811,1,5787,1,0.24845,5,0.58162,0.67718,1,7244,0,0.11805,5,0.26348,0.35762,1,3282,1,0.071607,5,0.18325,0.025859624,0.194285504
Cavin2,5,0.46914,0.57567,1,5787,0,0.1301,5,0.093359,0.20374,1,2104,2,0.28352,5,0.17396,0.2552,1,2258,1,0.056214,5,0.52228,0.65034,1,6437,0,0.23622,5,0.18316,0.030429605,0.212498432
Cntrl,5,0.58213,0.68796,1,7146,0,0.21041,5,0.10126,0.21438,1,2229,2,0.31806,5,0.49635,0.59742,1,6221,0,0.15171,5,0.025577,0.073609,1,631,1,0.15576,5,0.183085,0.010434946,0.109019232
Gsr,5,0.67246,0.77407,1,8238,0,0.0014239,5,0.49002,0.56068,1,6331,1,0.28987,5,0.063931,0.13503,1,1128,1,0.13698,5,0.068147,0.1323,1,1194,1,0.22884,5,0.18291,0.04944796,0.278595549
Mea1,5,0.15127,0.19843,1,1918,1,0.24609,5,0.38108,0.47089,1,5225,1,0.11408,5,0.29621,0.38767,1,3694,0,0.13467,5,0.26576,0.35993,1,3310,1,0.23104,5,0.182855,0.019200769,0.163615328
Ywhag,5,0.074049,0.11481,1,1047,1,-0.0038331,5,0.82236,0.87438,1,10531,0,0.13109,5,0.20755,0.28855,1,2640,1,0.23453,5,0.00044642,0.0026726,1,29,2,0.28395,5,0.18281,0.053593616,0.291302255
Nrip1,5,0.12277,0.16921,1,1584,1,0.20132,5,0.46058,0.53399,1,6017,1,0.0018573,5,0.016755,0.04851,1,438,1,0.16402,5,0.0023976,0.011549,1,116,1,0.29219,5,0.18267,0.045679417,0.268506337
Zdhhc5,5,0.64113,0.74504,1,7870,0,0.19251,5,0.9406,0.96638,1,12067,0,-0.26039,5,0.0085649,0.027359,1,252,2,0.34749,5,0.34093,0.45311,1,4206,0,0.17237,5,0.18244,0.156063414,0.493514942
Parvg,5,0.19815,0.2614,1,2456,1,0.24287,5,0.28941,0.40739,1,4401,1,0.12166,5,0.1808,0.26085,1,2339,1,0.10737,5,0.00039326,0.0025646,1,27,3,0.49395,5,0.182265,0.015559323,0.14231824
Srpk2,5,0.71858,0.81149,1,8779,0,-0.05146,5,0.28117,0.40217,1,4315,1,0.18168,5,0.44841,0.54915,1,5613,0,0.18285,5,0.21164,0.29386,1,2677,1,0.20792,5,0.182265,0.089661398,0.382756221
Dand5,5,0.68394,0.78234,1,8376,0,0.029774,5,0.033396,0.10486,1,1069,2,0.29553,5,0.23218,0.32109,1,2921,1,0.15063,5,0.22784,0.3106,1,2877,1,0.21349,5,0.18206,0.035899119,0.233804517
Fuz,5,0.42891,0.53284,1,5292,0,0.20059,5,0.051995,0.14087,1,1400,1,0.16347,5,0.84811,0.904,1,10508,0,-0.013602,5,0.17055,0.24894,1,2235,1,0.31947,5,0.18203,0.050127612,0.280425877
Parvb,5,0.35814,0.45269,1,4403,0,0.20143,5,0.2258,0.37024,1,3873,1,0.16249,5,0.69031,0.77007,1,8574,0,-0.13347,5,0.018,0.056298,1,473,2,0.24996,5,0.18196,0.127452342,0.446813315
Zfp410,5,0.8774,0.93511,1,10684,0,0.02724,5,0.72342,0.78462,1,9249,0,-0.15191,5,0.19271,0.27554,1,2466,1,0.33658,5,0.00078475,0.0040563,1,48,3,0.53028,5,0.18191,0.198130448,0.552270279
Nr1h4,5,0.50628,0.6146,1,6240,0,0.048858,5,0.54258,0.61184,1,6948,1,0.3407,5,0.2039,0.28284,1,2596,1,0.13543,5,0.015078,0.047689,1,415,2,0.22808,5,0.181755,0.02908113,0.207399334
Zbtb14,5,0.4494,0.55394,1,5544,0,0.090988,5,0.12501,0.25197,1,2650,2,0.37656,5,0.010714,0.032534,1,298,2,0.2725,5,0.23657,0.32076,1,2970,1,0.0030894,5,0.181744,0.054156497,0.292992801
Tmem159,5,0.0044094,0.013622,1,138,1,0.24693,5,0.38453,0.47268,1,5258,1,-0.00358,5,0.29904,0.39108,1,3735,0,0.24948,5,0.17282,0.25055,1,2262,1,0.11652,5,0.181725,0.062277889,0.316905973
2610001J05Rik,5,0.30364,0.39416,1,3722,0,0.17951,5,0.21262,0.35887,1,3771,1,0.22932,5,0.080116,0.1516,1,1289,1,0.18373,5,0.73131,0.84168,1,8997,0,0.13375,5,0.18162,0.015842726,0.143814935
Ppme1,5,0.22733,0.30045,1,2812,0,0.17094,5,0.11409,0.23502,1,2442,1,0.21794,5,0.66897,0.74966,1,8317,0,-0.023361,5,0.031606,0.087426,1,748,2,0.19207,5,0.181505,0.070541498,0.339792889
Ovgp1,5,0.78549,0.86793,1,9567,0,-0.13051,5,0.16341,0.31647,1,3310,2,0.37247,5,0.479,0.58309,1,5992,0,0.2239,5,0.15735,0.22966,1,2100,1,0.13903,5,0.181465,0.110469797,0.421213936
Faf2,5,0.2204,0.29087,1,2723,0,0.19296,5,0.20813,0.35478,1,3739,1,0.16991,5,0.57692,0.67207,1,7190,0,-0.10654,5,0.46096,0.58407,1,5689,0,0.21417,5,0.181435,0.124877745,0.442940553
Fam104a,5,0.059635,0.10137,1,884,1,0.07912,5,0.22074,0.36543,1,3835,1,0.28306,5,0.59553,0.68995,1,7422,0,0.07692,5,0.00047356,0.0028682,1,34,3,0.43257,5,0.18109,0.027894999,0.202437995
Gpc6,5,0.010127,0.029806,1,254,2,0.12018,5,0.62295,0.69795,1,7934,0,0.27564,5,0.39962,0.49895,1,4995,0,0.023508,5,0.33287,0.44588,1,4110,0,0.24199,5,0.181085,0.044973722,0.266067476
Slamf7,5,0.094984,0.13653,1,1267,1,0.020175,5,0.01862,0.065858,1,653,2,0.087987,5,0.02155,0.06006,1,529,1,0.27427,5,0.005795,0.021773,1,202,2,0.27386,5,0.1809235,0.055066118,0.295175849
C77080,5,0.01618,0.048404,1,399,2,0.29767,5,0.70757,0.77207,1,9025,0,-0.1329,5,0.29784,0.39052,1,3715,0,0.21129,5,0.36121,0.47223,1,4444,0,0.15038,5,0.180835,0.118595423,0.434956971
Ccdc28b,5,0.67465,0.77532,1,8267,0,0.096884,5,0.23634,0.37648,1,3956,1,0.23505,5,0.0068331,0.022784,1,213,1,0.18402,5,0.17509,0.25224,1,2287,1,0.17727,5,0.180645,0.021775825,0.177515015
Prmt2,5,0.31758,0.40972,1,3892,0,-0.025408,5,0.0638,0.15633,1,1605,2,0.38444,5,0.88996,0.9368,1,11004,0,-0.023155,5,0.0013179,0.0067457,1,72,3,0.46068,5,0.1806425,0.140573541,0.470078982
Ankrd16,5,0.64659,0.74947,1,7937,0,0.11592,5,0.055115,0.14441,1,1456,2,0.30892,5,0.29957,0.39163,1,3741,0,0.24514,5,0.71729,0.83055,1,8828,0,-0.07372,5,0.18053,0.093620905,0.391559504
Zfp867,5,0.60564,0.71131,1,7447,0,0.079917,5,0.058288,0.14807,1,1508,2,0.2808,5,0.85426,0.90894,1,10576,0,-0.0031662,5,0.024457,0.071032,1,609,2,0.31534,5,0.1803585,0.06578693,0.326659314
Fam193b,5,0.013488,0.03952,1,333,2,0.29497,5,0.18501,0.34,1,3580,1,-0.18475,5,0.21869,0.30349,1,2766,1,0.065628,5,0.058376,0.12614,1,1100,1,0.36644,5,0.180299,0.186789018,0.537073574
Kat6b,5,0.15953,0.21065,1,2017,1,0.25162,5,0.0093868,0.033414,1,365,3,0.38927,5,0.45435,0.55831,1,5684,0,0.098631,5,0.59805,0.72173,1,7384,0,0.10897,5,0.180295,0.019272554,0.163909783
Snai3,5,0.20772,0.277,1,2565,0,0.056637,5,0.81736,0.87114,1,10457,0,0.063043,5,0.048122,0.11484,1,987,1,0.42923,5,0.33953,0.45311,1,4186,0,0.29754,5,0.1802915,0.038491676,0.242392811
Txnrd2,5,0.37284,0.46647,1,4595,0,0.015707,5,0.3788,0.46982,1,5197,1,0.18625,5,0.29479,0.38652,1,3675,0,0.24583,5,0.12633,0.19216,1,1783,1,0.17384,5,0.180045,0.046286572,0.270390553
Kif1c,5,0.42391,0.52832,1,5230,0,0.2589,5,0.52179,0.58849,1,6698,1,0.04363,5,0.18217,0.26423,1,2355,1,0.16214,5,0.086086,0.14957,1,1370,1,0.19788,5,0.18001,0.034218122,0.227479048
Tspyl1,5,0.59627,0.7008,1,7325,0,0.20466,5,0.70918,0.77313,1,9048,0,0.17609,5,0.77069,0.84134,1,9540,0,-0.065278,5,0.26026,0.35489,1,3241,1,0.1838,5,0.179945,0.102231711,0.406954923
Dtx3l,5,0.56899,0.67595,1,6979,0,-0.094394,5,0.29742,0.41468,1,4462,1,0.28577,5,0.64993,0.73649,1,8092,0,0.074088,5,0.0069305,0.024212,1,226,2,0.42356,5,0.179929,0.118998366,0.435192385
Mef2c,5,0.45486,0.5592,1,5617,0,0.13766,5,0.089088,0.19574,1,2032,2,0.2476,5,0.25103,0.34267,1,3141,1,0.22206,5,0.099087,0.15885,1,1507,1,0.081797,5,0.17986,0.026057982,0.195553308
Abca7,5,0.26706,0.35017,1,3275,0,0.26311,5,0.079176,0.18157,1,1858,2,0.096251,5,0.022507,0.063162,1,548,1,0.0035891,5,0.12258,0.18834,1,1739,1,0.36639,5,0.1796805,0.053239254,0.290212159
Tdg,5,0.26939,0.35136,1,3309,0,0.13031,5,0.43162,0.51399,1,5708,1,0.29008,5,0.13454,0.20947,1,1855,1,0.071064,5,0.038049,0.10391,1,887,1,0.229,5,0.179655,0.026530032,0.196969457
C1ql3,5,0.85888,0.92161,1,10459,0,0.012268,5,0.0032965,0.015991,1,157,2,0.24956,5,0.50813,0.61081,1,6372,0,0.1097,5,0.33598,0.44844,1,4145,0,0.30244,5,0.17963,0.049849848,0.279463832
Rai1,5,0.25323,0.33174,1,3116,0,0.096938,5,0.053935,0.14246,1,1433,2,0.24715,5,0.74498,0.81593,1,9239,0,0.14558,5,0.0078013,0.026276,1,247,2,0.21362,5,0.1796,0.02206352,0.179111844
Susd4,5,0.69653,0.79157,1,8522,0,0.14046,5,0.033297,0.10486,1,1065,2,0.2185,5,0.43391,0.53442,1,5415,0,0.22874,5,0.54008,0.66705,1,6673,0,0.048782,5,0.17948,0.03832759,0.242099862
Zfp449,5,0.1195,0.16533,1,1548,1,0.20047,5,0.074807,0.17689,1,1773,2,0.24694,5,0.50683,0.60733,1,6359,0,0.15808,5,0.74829,0.85467,1,9194,0,0.14561,5,0.179275,0.013938655,0.13206726
Ddx50,5,0.54905,0.65613,1,6736,0,-0.085089,5,0.66728,0.73642,1,8490,0,0.28469,5,0.70566,0.78402,1,8750,0,0.073765,5,0.32979,0.44279,1,4075,0,0.3251,5,0.1792275,0.122003289,0.439078867
Cyp4a14,5,0.23275,0.30916,1,2879,0,0.18476,5,0.79072,0.8499,1,10094,0,0.17363,5,0.03055,0.080322,1,733,2,0.37183,5,0.029135,0.08273,1,707,2,0.086167,5,0.179195,0.018123632,0.157692317
Tmem38b,5,0.0021966,0.0079502,1,80,2,0.27986,5,0.71021,0.77363,1,9065,0,0.17164,5,0.53168,0.6288,1,6670,0,-0.11024,5,0.0072317,0.025396,1,233,2,0.18674,5,0.17919,0.108771414,0.418483204
Gse1,5,0.10196,0.1467,1,1334,1,0.12728,5,0.04054,0.11672,1,1202,2,0.37167,5,0.066436,0.13737,1,1150,1,0.23108,5,0.73272,0.84344,1,9015,0,-0.037351,5,0.17918,0.064982257,0.324229434
Afap1l2,5,0.08291,0.125,1,1139,1,0.21874,5,0.013247,0.049167,1,484,3,0.4153,5,0.23931,0.32741,1,2999,1,0.13937,5,0.86124,0.93316,1,10561,0,-0.081763,5,0.179055,0.083594799,0.370883477
Sgms2,5,0.55114,0.65928,1,6764,0,0.14771,5,0.29137,0.40849,1,4419,1,0.20089,5,0.58054,0.67651,1,7229,0,0.23407,5,0.25944,0.35381,1,3229,1,0.15702,5,0.178955,0.014497478,0.136625588
Yipf4,5,0.59839,0.70235,1,7356,0,0.15824,5,0.27785,0.39998,1,4284,1,0.22376,5,0.58116,0.67684,1,7240,0,0.19964,5,0.24815,0.33971,1,3098,1,0.0036238,5,0.17894,0.05744441,0.302642908
Lama4,5,0.15413,0.2029,1,1952,1,0.25454,5,0.41974,0.50476,1,5591,1,-0.021241,5,0.52167,0.61891,1,6555,0,0.1028,5,0.52178,0.65034,1,6430,0,0.27132,5,0.17867,0.073412723,0.347041965
Traf6,5,0.57214,0.67926,1,7016,0,0.16123,5,0.055726,0.14562,1,1468,2,0.39124,5,0.35423,0.45053,1,4434,0,0.19601,5,0.34521,0.45614,1,4256,0,-0.089203,5,0.17862,0.085259188,0.374362578
Nfatc1,5,0.36981,0.46496,1,4551,0,0.11956,5,0.61045,0.68147,1,7776,0,0.043793,5,0.13374,0.20891,1,1845,1,0.26373,5,0.031422,0.087425,1,745,1,0.23759,5,0.178575,0.038975098,0.244098438
9430038I01Rik,5,0.68695,0.78456,1,8406,0,0.16304,5,0.48924,0.55959,1,6324,1,0.26196,5,0.45259,0.55575,1,5660,0,0.19347,5,0.96909,0.98877,1,11993,0,-0.14449,5,0.178255,0.134086506,0.456918104
Agxt2,5,0.62987,0.73212,1,7739,0,-0.18106,5,0.0030223,0.015267,1,153,1,0.20933,5,0.6688,0.74937,1,8315,0,0.2445,5,0.37092,0.48715,1,4558,0,0.14705,5,0.17819,0.162473772,0.502565241
Trim12a,5,0.74056,0.83205,1,9039,0,0.091781,5,0.19914,0.34886,1,3680,1,0.26459,5,0.36813,0.46364,1,4605,0,-0.12266,5,0.037105,0.10104,1,864,1,0.26686,5,0.1781855,0.149642876,0.482953295
Ablim3,5,0.28197,0.36706,1,3468,0,0.16962,5,0.13646,0.26807,1,2865,2,0.33724,5,0.37537,0.4703,1,4704,0,0.18668,5,0.06195,0.12727,1,1140,1,0.088945,5,0.17815,0.018675142,0.160776372
Esm1,5,0.38533,0.47591,1,4754,0,0.19906,5,0.07524,0.1774,1,1783,2,0.1568,5,0.32223,0.4129,1,4030,0,-0.033204,5,0.42851,0.55176,1,5255,0,0.23303,5,0.17793,0.076169594,0.353744022
Cep57,5,0.32447,0.41723,1,3983,0,0.22692,5,0.10222,0.21457,1,2248,1,-0.13688,5,0.26587,0.35543,1,3312,1,0.19978,5,0.67851,0.79836,1,8334,0,0.15568,5,0.17773,0.144473589,0.474796508
Vill,5,0.33794,0.43031,1,4146,0,0.13802,5,0.64374,0.71878,1,8187,0,0.21721,5,0.26619,0.356,1,3317,1,0.13781,5,0.08835,0.15012,1,1397,1,0.27891,5,0.177615,0.014523192,0.136625588
Rhobtb2,5,0.66388,0.76658,1,8135,0,0.021985,5,0.49535,0.56358,1,6397,1,0.24202,5,0.8598,0.9135,1,10647,0,0.11319,5,0.30061,0.40215,1,3732,0,0.31166,5,0.177605,0.044758577,0.265508118
Plod1,5,0.075552,0.11611,1,1064,1,0.17097,5,0.58604,0.65411,1,7481,0,0.14773,5,0.27204,0.3604,1,3396,1,0.19925,5,0.3053,0.40979,1,3787,0,0.18421,5,0.17759,0.017271943,0.152288263
Tmem45a,5,0.68922,0.78577,1,8438,0,0.086419,5,0.12629,0.25243,1,2674,2,0.26873,5,0.26918,0.35769,1,3357,1,0.30577,5,0.05006,0.1195,1,1023,1,0.0027831,5,0.1775745,0.061938183,0.316238799
Emid1,5,0.39712,0.48872,1,4901,0,0.27569,5,0.041389,0.11873,1,1217,2,0.25812,5,0.51414,0.61397,1,6459,0,-0.030886,5,0.51815,0.6454,1,6382,0,0.096889,5,0.1775045,0.081686372,0.366977418
Ppp1r13b,5,0.21101,0.2827,1,2603,0,0.093374,5,0.16198,0.31424,1,3284,2,0.31536,5,0.20327,0.28228,1,2589,1,0.10871,5,0.33367,0.44741,1,4120,0,0.24604,5,0.177375,0.022798243,0.181945128
Panx1,5,0.42481,0.52971,1,5243,0,0.17184,5,0.94337,0.96774,1,12111,0,-0.047836,5,0.38745,0.4837,1,4835,0,0.28054,5,0.54592,0.67217,1,6758,0,0.18285,5,0.177345,0.073853657,0.348291808
Pced1b,5,0.18323,0.23914,1,2285,1,0.11528,5,0.80213,0.85793,1,10255,0,0.029611,5,0.37508,0.4703,1,4699,0,0.23917,5,0.19949,0.28042,1,2548,1,0.36987,5,0.177225,0.038411859,0.242381293
1110059G10Rik,5,0.0089759,0.025133,1,232,1,0.26683,5,0.12971,0.25777,1,2733,2,0.26281,5,0.1207,0.19464,1,1700,1,0.064237,5,0.16641,0.23849,1,2199,1,0.091615,5,0.1772125,0.037015374,0.237675768
Myo1e,5,0.0063797,0.019391,1,175,2,0.051252,5,0.74689,0.80819,1,9529,0,0.22965,5,0.52819,0.62658,1,6623,0,0.12456,5,0.12496,0.19104,1,1766,1,0.28415,5,0.177105,0.034234801,0.227479048
Mast2,5,0.23483,0.31099,1,2902,0,0.25438,5,0.0090451,0.03204,1,354,2,0.16872,5,0.037375,0.096388,1,874,1,0.18542,5,0.24627,0.33635,1,3076,1,-0.062576,5,0.17707,0.087541211,0.378104745
Zscan22,5,0.72486,0.81523,1,8860,0,0.16645,5,0.19815,0.34846,1,3676,1,0.18938,5,0.572,0.66931,1,7127,0,0.14637,5,0.21066,0.29273,1,2667,1,0.18768,5,0.177065,0.018731999,0.161075682
Ccnl2,5,0.45772,0.56262,1,5648,0,0.10775,5,0.59499,0.66356,1,7598,0,0.33251,5,0.022947,0.063653,1,559,2,0.24622,5,0.68311,0.80348,1,8390,0,-0.017777,5,0.176985,0.063161825,0.318843915
Eef1b2,5,0.18205,0.23781,1,2269,1,0.25096,5,0.47478,0.5463,1,6185,1,0.2279,5,0.62552,0.71338,1,7798,0,0.1258,5,0.32554,0.43588,1,4029,0,-0.18036,5,0.17685,0.170466964,0.515506002
Abca8a,5,0.44542,0.5508,1,5503,0,0.19012,5,0.071889,0.17052,1,1725,1,-0.212,5,0.67999,0.76172,1,8447,0,0.1635,5,0.48192,0.60426,1,5925,0,0.25047,5,0.17681,0.173125117,0.519208787
Washc3,5,0.06525,0.10708,1,947,1,0.3275,5,0.2216,0.36654,1,3842,1,0.3155,5,0.31553,0.40529,1,3953,0,0.038055,5,0.96608,0.98755,1,11932,0,-0.079233,5,0.1767775,0.146577519,0.478614554
Unc45b,5,0.22387,0.29404,1,2770,0,0.10773,5,0.61244,0.68414,1,7805,0,0.25301,5,0.24471,0.33529,1,3065,1,0.10668,5,0.31666,0.42586,1,3917,0,0.24581,5,0.17677,0.023709714,0.185481566
